id,text,hate_type,hate_severity,to_whom
531356,কতদিন গেলে শুনা যাবে পরীমনির মতো ৩৪ টা বিয়ে করছে বেশি জনপ্রিয় হলে যেটা হয় আর কি,Abusive,Little to None,Individual
826344,বাংলাদেশ হইলে দেখতেন কিভাবে দাম বাড়ায় দিতো,Abusive,Little to None,Society
791877,তেল কেনা শেষ ভোট তো বিপক্ষে যাবে,Political Hate,Little to None,Organization
124392,এই রকম টানেল শুধু বাংলাদেশে আছে পৃথিবীর আর কোন দেশে নেই হা হা সময় টিভি,Abusive,Little to None,Organization
111565,এতদিন ইতিহাসে কেবল মীর জাফরের নাম পড়েছি এবার সেই মীর জাফরকে বাস্তবে দেখা গেলো শাবাশ বাংলার মীর জাফরের প্রেতাত্মারা যুগে যুগে এভাবে তোমরা বাংলার বুকে বিশ্বাস ঘাতকতা করতেই থাকবে,Abusive,Little to None,Individual
107100,এটা হলো আওয়ামী লীগের নাটক,Political Hate,Little to None,Organization
91497,জয় বাংলা বিম্পি যতই নাশকতা করুক অলরেডি আবারও জিততা গেছেগা নৌকা,Political Hate,Little to None,Organization
571083,নোবেল একটা সুদি ইউনুসকে বলিস তার পিছনে দিয়ে ঢুকিয়ে রাস্তা রাস্তায় ঘুরতে,Profane,Little to None,Individual
5297,এসব কেউটে সাপদের জায়গা দিয়ে বিরাট ভুল করছে,Abusive,Little to None,Community
692607,এটা নতুন কিছুই নয় বাংলাদেশের সকল সরকারী হাসপাতালের ওয়ার্ড বয় সকল প্রকার দালালী করে বিশেষ করে বেড দালালী যারা টাকা বেশী দিবে তাদের বেড দেওয়া হয়,Abusive,Little to None,Society
110591,আওয়ামী লীগের বি টিম,Political Hate,Little to None,Organization
6790,তোমরা সারা জীবন ক্ষতি এ দেখো,Abusive,Little to None,Community
2583,বাংলাদেশ যেনো ফিলিস্তিনের মতো না হয় ইহুদিরা এই ভাবে ফিলিস্তিনে ডুকছে,Abusive,Little to None,Society
381979,যুক্তৰাষ্ট্ৰ যদি এই যুদ্ধেৰ মদতদাতা হয় তা নিন্দাজানাই,Abusive,Little to None,Society
144994,কৃষি অফিসারদের সারা বছর খুজে পাওয়া যায় না মিডিয়ার সামনে পেলেই বলে আমরা তো সহযোগিতা অব্যাহত রাখছি,Abusive,Little to None,Community
870913,বাফুফের সভাপতি কাজি সালাউদ্দীন কে নিষেধাঙা উচিত,Abusive,Little to None,Individual
896697,আগের ওয়ানডে স্কোকার্ড টা নাই তাই ব্যর্থ,Abusive,Little to None,Organization
258725,এটা অনেক আগ থেকে বলা হছে কিন্তু কাজের কাজ জিরো বাস্তবায়ন করুন তাহলে না জনগন বুঝবে,Abusive,Little to None,Individual
226135,আমি বঙ্গবন্ধুকে অনেক আগে থেকে লাললন করি এর কারণ হচ্ছে আমি তার লেখা অনেক বই পড়েছি এরমধ্যে অন্যতম হচ্ছে বঙ্গবন্ধুর অসমাপ্ত আত্মজীবনী এইটা হচ্ছে মাহির কথা আমার কথা হচ্ছে কবে লিখেছেন এই বইটা বঙ্গবন্ধু ছাগল একটা,Abusive,Little to None,Individual
485008,সব যায়গায় সবাই চোর হয়ে বসে আছে জনগণের টাকা খাওয়ার জন্য,Abusive,Little to None,Organization
344565,মাশাল্লাহ প্রতিদিন এ খবর শুনতে শুনতে কান শেষ,Abusive,Little to None,Organization
321233,এটা স্রেফ ফুটানি ছাড়া কিছুই নয়,Abusive,Little to None,Individual
208175,মির্জা ফখরুল ইসলাম কে অবিলম্বে না ছেড়ে দেয়া হলে সরাসরি পুলিশের কার্যালয়ে আগুন দেয়া হবে জ্বালাউ পুড়াও কর্মসূচি হবে পুলিশ বেয়াইনী কাজ করলে সাত খুন মাফ এবং বিএনপি সমাবেশ করলেই তাকে পুলিশ ধরে,Political Hate,Little to None,Individual
133106,তত্ত্বাবধায়ক সরকার আসলে সব উন্নয়ন বের হয়ে যাবে,Political Hate,Little to None,Organization
635854,ভাই ভারত থেকে আমদানি করবেন তবুও নিজিরা রিফাইনারি তৈরি করবেন না একটু সমস্যা হলেই ভারত পাইপ লাইন বন্ধ করে দিবে তখন বুঝতে পারবেন ঠেলা কাহাকে বলে,Abusive,Little to None,Society
644418,তাঁরা বরাবরই ব্যর্থ আশা করে কোন লাভ নেই,Abusive,Little to None,Community
75367,সব নাস্তিক একসাথে,Abusive,Little to None,Community
157874,সবগুলোই চুর হারামি টাকা খায়,Profane,Little to None,Community
405050,দালাল টিভি কি কয় ভোগান্তি আরও বৃদ্ধি করবে মালুরা,Abusive,Little to None,Society
909906,বাড়ি লিখছে সময় সংবাদ বাসা না লিখে ভারতীয় বাংলা কেনো ব্যবহার করছেন,Abusive,Little to None,Organization
338317,প্রধানমন্ত্রী বলবে না আপনি ভোটের অধিকার কেড়ে নিয়েছেন বর ছাড়া আপনি ক্ষমতায় বসে রয়েছেন আপনি এত ভাল হইলে আল্লাহর এত অলি হইলে সুস্থ নির্বাচন দিতেন তত্ত্বাবধায়ক সরকার দিতেন ভোটের অধিকার দিতেন আপনি একটা মেম পূর্ণি হতে পারতেন না ভোটের অধিকার দেখালে দিয়া দেখতেন,Political Hate,Little to None,Individual
291078,সামায় টিভি মানেই বিনেদন টিভি,Abusive,Little to None,Organization
647866,এইটাই দেশের জনগণের সাথে প্রতারণা যে আমারা তেলের দাম কমিছি চল্লিশ হাজার টাকার বিমানে টিকেট ১ লাখ ২০ হাজার টাকা করে তারপরে ২০ হাজার কমিয়ে দিয়েছে হ্যাঁ আমাদের দেশের সরকার প্রবাসীদের কথা চিন্তা করে টিকিটের দাম কমিছে,Abusive,Little to None,Organization
15943,মানবাধিকার কাকে বলে দেখ আওয়ামী লীগ তোরা গণতন্ত্র কাকে বলে দেখ তোরা,Political Hate,Little to None,Organization
741246,তাকে দেখলে জনি সিন্সের ফটোকপি লাগে,Abusive,Little to None,Individual
144117,খাদ্য মন্ত্রীর এখন বাজারে দেখতে সারাদিন কমছে না,Political Hate,Little to None,Individual
593869,আমাদের গাজীপুরের জনপ্রিয় নেতা আহসান উল্লাহ মাস্টারকে দিনদুপুরে মঞ্চে ভাষণ দেয়ার সময় গুলি করে হত্যা করে বিএনপি এটা কখনো ভুলে যাবার কিংবা অস্বীকার করার উপায় নেই বিএনপি যেই মায়া কান্না করে কিংবা আয়না দেখাতে চায় সেই আয়নায় আগে বিএনপি মুখ দেখুক আল্লাহ তারই শাস্তি দিয়ে যাচ্ছেন এদের,Political Hate,Little to None,Individual
694501,এইসব অশিক্ষিত মুর্খ ক্লিনিকের মালিক হইছে তাতেই বোঝা যায় ক্লিনিকের মান কেমন,Abusive,Little to None,Community
784043,ইরাকে আফগানিস্তানে লিবিয়ায় সিরিয়ায় যুদ্ধ শুরু করে তোমরা জাতিসংঘের বারোটা বাজাই দিছো জাতিসংঘের দুই পয়সার দাম রাখো নাই এখন আসছে জাতিসংঘ সনদের কথা বলতে লজ্জা হয় না,Political Hate,Little to None,Organization
13831,মালুরা এবার ইরানের পা চাটবে,Profane,Little to None,Society
216777,হিঁদু বেডায় কয় কি,Religious Hate,Little to None,Individual
449847,সেনাবাহিনীর সমালোচনা করতে থাকা সুশীল এবং পাহাড়িরা কোথায় এখন সোশ্যাল মিডিয়ায় ডায়লগ দিতেছেনা কেন,Abusive,Little to None,Community
901656,তাইলে তো ৫০ বছর হইল খেলতে চাইবো রিটায়ার আর করব না একজন যা শুরু করছে,Abusive,Little to None,Individual
475465,এরকম আরো উন্নয়ন দেখতে খাম্বার মা খালেদাকে বেশি বেশি ভোট দিন,Political Hate,Little to None,Society
121027,এটা আবার নতুন কি ঐ বেড়া আজ আপনাদের চোখে আসছে রোহিঙ্গারা চিটাগাং বিয়ে করে বাচ্চা বানিয়ে ফেলেছে আর আপনি আছেন বেড়া ভেঙে বাইরে আসছে,Abusive,Little to None,Individual
723502,পাকিস্থান মানেই যেন বিনোদন,Abusive,Little to None,Society
674516,মুখে দাড়ি রেখে কিভাবে মিথ্যা কথা বলে মানুষ আল্লাহ হেদায়েত কর এসব মানুষদের,Religious Hate,Little to None,Community
163349,কবর নয় নগদের যন্ত্রণায় আমরা অতিষ্ঠ,Abusive,Little to None,Organization
61510,সময় চ্যানেল এর হলুদ সাংবাদিক তাও বলে না প্রকাশে নৌকায় সিল মারছে,Political Hate,Little to None,Organization
845497,আসবেই তো আওয়ামী লীগ ক্ষমতায় আসার কারণে শরীরে চর্বি জমে যাচ্ছে এত সুখ,Abusive,Little to None,Organization
264754,এই যুদ্ধে দরবেশ কাকু আরো টাকা পাচার করতে পাবেন,Abusive,Little to None,Individual
506353,সময় টিভি তো আওয়ামী লীগের গুনোগান প্রচার কেন্দ্র,Political Hate,Little to None,Individual
917711,সিলেটে সব আজাইরামানুষ খেলা দেখার জন খুব বাঝে ব্যাবহার করে,Abusive,Little to None,Community
297791,বলে কি এই গবেট,Abusive,Little to None,Individual
192902,পালানোর জায়গা পাবি না,Abusive,Little to None,Individual
134711,বুষ৳াঋৃজ ক াাঊষ,Abusive,Little to None,Individual
757645,রাশিয়ার পারমাণবিক বোমার মজুদের কথা বিবেচনা করে তারপর বিমান দিও বন্ধু না হলে কৌতুক অভিনেতার জন্য সবাই মরবে,Political Hate,Little to None,Society
738411,কোনোরূপ ভালো প্রমান দেখাতে পারেন নাইবাউতামি ছাড়েন মানুষ আর আগের মতো বোকা ছোনাই,Abusive,Little to None,Individual
111001,সময় টিভির নাম পাল্টিয়ে আওয়ামী লীগ টিভি করা উচিৎ,Political Hate,Little to None,Organization
421996,৩৬০ কোটি টাকা বাংলাদেশিদের কাছে ব্যপার না কত ব্যংক খেকো এখন হাজার কোটি মেরে দিয়ে দুবাই আছে,Abusive,Little to None,Individual
912409,পঞ্চপান্ডবের বিদায় গুলো বিবর্ণ বিসিবি তাদের প্রাপ্য সম্মান টা দিতে পারলোনা মাহামুদুল্লাহ কে না খেলাক অন্তত টীমে রাখা উচিৎ,Abusive,Little to None,Individual
578669,একটা বিল্ডিং ধ্বসে সমস্ত উদ্ধারকারীরা এখনও ঢুকতেই পারলো না তারা বলে উন্নত দেশ কানাডা আম্রিকার উপরে,Abusive,Little to None,Society
782954,এটা কি ধরনের অভিযোগ আপনারা পশ্চিমা অস্ত্রে বলিয়ান এ অভিযোগ কে তুলবে শেষ কথা যুদ্ধ কারও কাম্য নয় শান্তি চাই,Abusive,Little to None,Society
838786,বাংলাদেশর মানুষ ঘর পায় না কিনতু রোহিঙ্গা পাকা ঘর বাড়ি পায় এড়ি নাম বাংলাদেশ,Abusive,Little to None,Organization
683189,নাটক বাদ দেন কাকাআপনাদের নিয়ে নাটক করে দেশের মানুষকে বুঝাবে ছিছি সিইসি খুব ভালো মানুষর মন জয় করার পক্রিয়া,Abusive,Little to None,Individual
427170,এটা কি নিউজ মিডিয়া নাকি এড দেওয়ার মিডিয়া কিছু বুঝলাম না,Abusive,Little to None,Organization
293969,জানানোর বিপক্ষের এই সংবাদ যেমন ১০০ সঠিক তেমনি আপনাদের সময় টিভি বা বাংলাদেশে যেসব চাটুকার সংবাদ মাধ্যম বা চ্যানেলগুলো আছে এবং সাংবাদিকরা আপনারা কোথায় থেকে ভালো আর,Abusive,Little to None,Individual
901036,এরকম হলো ফুটবলার দের মন ভরেনা,Abusive,Little to None,Community
620852,জুতার বাড়ি অপেক্ষা করতেছে,Abusive,Little to None,Individual
634558,বুঝি না আপনারা এতো বোকার মতো কথা বলেন কেন যেহেতু বলছেন নিষেধাজ্ঞা পেৃাভাব পরবে না সুতরাং এগুলো পাবলিক প্লেস এ বলার দরকার কি আছে বরং জনগণ ভাববে আপনারা অন্যায় করলেও সাতখুন মাপআপনাদের মিডিয়া সেল বড়ই অপরিপক্ক,Abusive,Little to None,Community
450240,কাজের সময় কিছু করতে পারবে না,Abusive,Little to None,Individual
914642,অও ভাই সাকিব কবে বেটিং করে মেছ জিতাইছে,Abusive,Little to None,Individual
833043,দক্ষিণ সুদানকে অন্যায়ভাবে স্বীকৃতি দেয়া হয়েছেএটি ইসরাইলের মতোই অবৈধ,Political Hate,Little to None,Society
101653,জাতীয় পার্টি এবার ধরা,Political Hate,Little to None,Organization
349521,বাংলাদেশের ও খুব খুব খারাপ দিন আসছে,Abusive,Little to None,Society
565514,শেখ হাসিনা ক্ষমতায় এলে সময় টিভি চেয়ারম্যান রাষ্ট্রপতির পথ পাইব,Political Hate,Little to None,Individual
108865,তাদের সাথে কেন আলোচনা আলোচনা তো করবেন নির্বাচন কমিশনের সাথে কি করে নির্বাচন সুষ্ঠু হবে আর কত নির্লজ্জ মুখ নিয়ে মানুষের সামনে আসেনএখানে গেছিলেন কথা বলতেআপনাদের কে কয়টা আসন দিবে তা শোনতে এবং জানতেএটা সবাই বুজে এবং জানে আপনারা আর বানাইয়া বানাইয়া কথা বলে জনগনকে বিশ্বাস করাতে পারবেন নাজনগন আপনাদেরকে ভালো ভাবেই চিনে ফেলেছে,Abusive,Little to None,Community
800776,পুরাটাই এই মুহূর্তে বন্ধ করে দেওয়া দরকার পুতিনের সাথে দেখা বলতাম,Abusive,Little to None,Individual
271540,যে দেশের সরকার মিথ্যাবাদী হয় সে দেশের জনগণ কিভাবে ভালো হবে,Abusive,Little to None,Organization
555753,সময় টিভি পাকি দালালদের মুখোশ খুলে দিছে ধন্যবাদ সময় টিভিকে,Abusive,Little to None,Organization
395283,প্রতিপক্ষ যখন চীন তখন সবাই চুপকোন কমেন্টস নেই কোন প্রতিবাদও নেইকেনো ভাই চীনকে ভয় পানভারতআমেরিকা ইংল্যান্ড ফ্রান্স হলে তো তাদের চৌদ্দগোষ্ঠি উদ্ধার করে ফেলতেনশি জিন পিং এর বেলায় চুপ কেনো,Political Hate,Little to None,Society
811644,ইউকেন ইস্যুতে বুঝলাম সবাই আমেরিকার পক্ষে রাশিয়া ও চিনের পক্ষে কেউ নাই,Political Hate,Little to None,Society
192423,বাংলাদেশের মাজলুম জনগণ ছারা নিশি রাতের অবৈধ সরকারের কথা কেউ শুনেনা৷,Abusive,Little to None,Organization
117357,সাকিবতো রাজনিতী বোঝেই না উ কেমনে নমনিশন পাইলো বোঝলাম না উ এম পি হয়ে কি করবে খেলোয়াড় আছে খেলোয়াড় থাকুক না,Abusive,Little to None,Individual
155928,খাল বিল নদী নালা সব আরো ময়লা ফেলে বন্ধ করে ফেলতে হবে তাহলেই শুধু গু মুতে ডুবে মরা নিশ্চিত করা যাবে চালিয়ে যাও বীর বাঙালী,Abusive,Little to None,Society
84582,ঠিক ভাই সবাই চুরি করচে,Abusive,Little to None,Community
766711,ভুল সিদ্ধান্ত কারন নারীদেরকে উচ্চ শিক্ষা না করালে তারা নারী ডক্টর কোথায় পাবে মেয়েদের প্রাথমিক শিক্ষার জন্য নারী শিক্ষক কোথায় পাবে,Sexism,Little to None,Community
634726,ভোট ডাকাতের সরকার আর নাই দরকার,Political Hate,Little to None,Organization
797360,আমেরিকা একটা জিনিস দুজনের মাঝে যুদ্ধ লাগায় সরে যাবে আর অস্ত্র বেচে ফায়দা লুটবে আর চীনের সম্পদ শেষ করবে,Abusive,Little to None,Society
712367,সত্যি কথা বলতে কি আমাদের দেশে পরিবহন ব্যবস্থার সাথে যারা জড়িত কর্মকর্তা কর্মচারীরা এমন মানুষকে হয়রানি করছে যার বিচার স্বরূপ আজকে এই অবস্থা,Abusive,Little to None,Community
295085,প্রধন মন্ত্রীর সামনে লাফাইয়া দেখাইরা ভরতের মোকাবেলা করার ভাগ আছে নিতারা চার নাম্বার অবস্থানে আছে,Political Hate,Little to None,Society
454409,চিন্তা করেন একবার দূরনীতি কোন পর্যন্ত পৌছেছে,Abusive,Little to None,Society
487676,ইমান আলি মাদকের কারবার করে দেশ থেকে বিদেশে পাচার করে বিমানে হেলিকপ্টারে ফিগ্রেটে,Abusive,Little to None,Individual
279632,দেশ সাধীন হয়েছে ঠিক কিন্তু দেশের মানুষ একনো সাধীন হতে পারে নেই,Political Hate,Little to None,Individual
624795,চোরের কারণে দেশটা ধ্বংস,Abusive,Little to None,Community
226325,আওয়ামী বেআইনি আদালত বয়কট,Political Hate,Little to None,Organization
140309,বর্তমান বাংলাদেশের এই দুর্গতির জন্য আওমীলীগ ও প্রশাসন দায়ী,Political Hate,Little to None,Organization
697740,এটা নাকি নান্দনিক সৌন্দর্য ভোট চোর গুলার দৃষ্টিতেও সমস্যা,Political Hate,Little to None,Community
516844,এই রকম বাজে কাভার ছবি বেবহার করবেন না,Abusive,Little to None,Individual
468009,জেলা প্রশাসকের পিচনে লেখা আছে পশাসক,Abusive,Little to None,Individual
166047,খাওয়ার সময় খাটো ছিলো না খাওয়া শেষে এখন মেয়ে খাটো,Abusive,Little to None,Individual
830,১বেলিরোডের এই আবাসিক এলাকায় কেন হোটেলের লাইসেন্স দেয়া হলো ২ ইমারজেন্সি এক্সিট কেন ছিল না ৩ সিঁড়িতে কেন সিলিন্ডার গ্যাস রাখা হলো এই বিষয়গুলো তদন্তে আনা উচিত এবং প্রত্যেকটা হোটেল মালিক কে যাবজ্জীবন কারাদণ্ড প্রদান করা উচিত,Abusive,Little to None,Individual
137020,বাংগালি টাকা লোভি নানী কে বিয়ে করেছে,Abusive,Little to None,Society
623444,মায়ানমারের চাইলে না পড়া ভালো মিয়ানমারের গলায় এখন কাটাকাটা সরে গেলে ওরা আবার শিয়ালের মতো হয়ে যায়,Abusive,Little to None,Society
459611,ওদেরকে তীর মেরে মেরে ফেলা হোক,Abusive,Little to None,Individual
317318,দাদাগিরি এখন কোথায় রইলো,Abusive,Little to None,Individual
832568,হাজার সেনা মারা গেছে লোল,Abusive,Little to None,Community
899858,একটা খেলাতে জিততে পারবে না বাংলাদেশ ফিরে আসো বাংলাদেশ আমরা অপেক্ষায় মুখিয়ে আছি,Abusive,Little to None,Organization
703344,যেই দেশে আইন সবার জন্য সমান নয় সেই দেশে মারামারি জগড়া বেশী হবে ভাই,Abusive,Little to None,Society
436900,ঐ ৩২টি দেশের কলিজা ভুনা করে খেয়ে ফেলবে পুতিন,Abusive,Little to None,Individual
928108,পাকিস্তানের পরাজয়ের প্রত্যাশায় থাকলাম আসলে পাকিস্তানকে হারতে দেখার মজাটাই আলাদা,Abusive,Little to None,Society
444287,এত অল্প এড দিলে হয় দুই মিনিটের ভিডিও এক মিনিট এড দেন,Abusive,Little to None,Organization
595553,লোক দেখানো উন্নতির প্রয়োজন নেই পারলে দেশটাকে দূর্নিতি মুক্ত করুনবৃক্ষ তোর নাম কি ফলে পরিচয়আসল কাজ করুনদূর্নিতিবাজদের জন্য কঠিন কি পদক্ষেপ নিয়েছেন বা ডিজিটাল আইন,Abusive,Little to None,Individual
925220,ভাই আমার মনে হয় শান্তকে বাদ দিয়ে দেন বাদ দিয়ে হলেও সৌম্য সরকার আর লিটন দাসকে ওপেনিং করালে সবচেয়ে ভালো হবে,Abusive,Little to None,Individual
574555,নির্দোষ থাকবে জেলে দোষী থাকবে ফাইভ স্টার হোটেলে এই হলো আদালত লীগের বিচার,Political Hate,Little to None,Organization
38230,ঐ হালায় বড় চোর,Profane,Little to None,Individual
902166,হাতুড়ি সিং শ্রীলংকান তাই মাহমুদুল্লাহ ভাইকে নিচ্ছে না,Abusive,Little to None,Individual
660700,বাংলাদেশের ১৮ কোটি জনগন চাই সেনাবাহিনীর মাধ্যমে সব বন্টন করা হউকআওয়ামী লীগের চোরদের মাধ্যমে করলে জনগন কিছু পায় নাসেনাবাহিনীকে এখনো বাংলাদেশের মানুষ ভালবাসে,Political Hate,Little to None,Society
810169,ইউরোপীয় ইউনিয়ন জানে যে রাশিয়ার উপর বেশি নিষেধাজ্ঞা দিতে গেলে ইউরোপের দেশগুলোই এশিয়া ও আফ্রিকায় এসে কামলা দেওয়া ছাড়া কোন উপায় থাকবে না,Abusive,Little to None,Society
890006,আগে বিসিবি ও কর্মকর্তাকে পদত্যাগ করতে হবে,Abusive,Little to None,Organization
644211,ঝুটমুট কথায় সময় পারআসল টা পাইল না হাসিনা,Abusive,Little to None,Individual
391602,আমেরিকা সময় টিভির কাছে অস্ত্র চেয়েছে,Abusive,Little to None,Organization
856298,ভোদার বাল গুলা ঠিকমতো কাইটো গুদ টা সাদা কইরো যেন চুদা দিয়ে বাংলাদেশকে রিপ্রেজেন্ট করতে পারো যওসব বেশ্যার মাগি,Profane,Little to None,Individual
2644,আরো ধৈর্য ধরতে বলবেন আমাদের দেশের প্রধানমন্ত্রী কে উনিতো জনগণের চিন্তা করেনা উনি বাঁচলে বাপের নাম একটি স্বাধীন দেশের ভিতর কিভাবেঅন্য দেশের লোকজন যুদ্ধ করে,Political Hate,Little to None,Individual
29182,কিছু পশুর জন্য আজ আয়ান আমাদের কাছ থেকে চলে গেল,Abusive,Little to None,Individual
572130,গণমাধ্যমের স্বাধীনতার নামে রাষ্ট্রের মানহানি আইনে সমর্থনযোগ্য নয়,Political Hate,Little to None,Community
674339,সাংবাদিক আসল চিত্র দেখায় না,Abusive,Little to None,Individual
739286,ইস্লামোফোবিয়া আছে সারা বিশ্বে কিন্তু বন্দুকধারী সন্ত্রাসী আর ইস্লামিক জংীবাদের মধ্যে একটা পার্থক্য আছে ইস্লামিক জংগীরা একটা দলের অংশ তারা একটা আইডিওলজির জন্য জংিবাদে জড়ায় অন্যদিকে যারা শ্যুটার তারা বেশিরভাগ লোন উল্ফ অনেকে হতাশা থেকে করে রেসিয়াল সুপ্রিমেসি থেকে হচ্ছে কিছু গুলা,Religious Hate,Little to None,Community
192199,যেভাবে খুশি রায় দিয়ে দে কিছু বল্লে কয় আদালত অবমাননা করা হয়েছে,Political Hate,Little to None,Individual
475977,জয় বাংলা জয় শেখ হাসিনা জয় পুলিশ লীগ জয় ছাত্র লীগ,Political Hate,Little to None,Organization
600825,বিএনপির এক একটা নেতাকে এখন বারুতের মতো জলে উঠতে হবে হা হা হা আওয়ামী লীগ বিএনপির পিছনে পিছনে কি বিএনপির হাগো খাইতে যায় নাকি বিএনপি নেতার বাড়িতে পিটার হাস গেছে তো বাহিরে আওয়ামী পন্তি দালাল রা সেখানে কি করতে আসছিলো বিএনপির হাগো খাইতে নাকি আমার তো তাই মনে হচ্ছে ভাইয়েরা আপনারা ই বলুন কেনো গেলো কুত্তা লিগের দালাল গোলো বিএনপি ত কে কি করলো সে গোলো খুজে বেরায় না তাহলে জুতা লিগ মুজা লিগ তাঁতি লিগ কেনো বিএনপির পিছনে পিছনে গোর গোর করে বুজতে হবে বিএনপির আর কোনো ছার নয়,Political Hate,Little to None,Organization
28953,আওয়ামী লীগের কাজ এইটা,Political Hate,Little to None,Organization
85942,ভোটার হওয়ার পরেও কারা কারা যান নাই ভোট দিতে লাইক দিন,Political Hate,Little to None,Society
888616,আপনারা মিয়া বেশি বুঝন সাংবাদিক হিসেবে সঠিক কথাই তলার চেষ্টা করবেন সমস্যা থাকতেই পারে মানুষের,Abusive,Little to None,Community
68271,এবার খবর আছেবাড়াবাড়ি করলে কাউয়ার রক্ষা নেই,Abusive,Little to None,Individual
422740,ভাল্লুকের মত পুতিন জানোয়ারটাকে গেফতার করা উচিত,Political Hate,Little to None,Individual
572161,বাংলাদেশ এমন একটা জায়গা যেখানে সাংবাদিকরা ফেরেস্তার সমান এরা কোনো ভুল করতে পারে না,Abusive,Little to None,Community
587223,মন্ত্রী মনেহয় বানরের জম্মে,Abusive,Little to None,Individual
128785,প্রর্যাপ্ত নিরাপত্তা সুযোগ সুবিধা জিনিস পত্রের দাম নিয়ত্রন ইত্যাদি এই বিষয় গুলোরপ্রতি সরকারের বিশেষ নজর দেওয়া উচিৎ,Political Hate,Little to None,Organization
603678,একেই বলে ইডেনের ছাএী,Sexism,Little to None,Individual
113983,এ লোক ভালো না,Abusive,Little to None,Individual
585980,তরে তো হিন্দুর মতো দেখা যায়,Religious Hate,Little to None,Individual
425651,মোবাইল এর সাউন্ড কমিয়ে নিউজ দেখি আপনারা এর ভিতরে এড দিচ্ছেন লাইড সাউন্ড দিয়ে এতে আমার পাশে ঘুমিয়ে থাকা আমার মেয়েটা ঘুম থেকে উঠে কেদে দিলো কাজটা কি ভালো করলেন,Abusive,Little to None,Organization
619102,জাতিসংঘের ভূমিকা দরকার এখানে তাদের হস্তক্ষেপ কামনা করছি,Political Hate,Little to None,Organization
464409,বাংলাদেশে ছাত্রলীগকে এখনো কেন অবৈধ ঘোষণা করা হচ্ছে নাকোটের কাছে জানতে চাই,Political Hate,Little to None,Organization
878023,সালাম সাহেবের ধান্দাবাজিতে ফুটবল শেষ নিচে গাছ কেটে উপড়ে পানি ঢালছেযদিও পুরষ্কার দেয়াতে খুশি হলাম,Abusive,Little to None,Individual
131089,কত টাকা লুটপাট করা হয়েছে সেটাতো বলেন নাই,Political Hate,Little to None,Individual
564393,হাগু করেছিলেন গুলসানে এখন হাগু করবেন ্্্্্্্্্্্্,Abusive,Little to None,Individual
281881,নস্ট রাজনীতি মানুষ মরুক তবুও ক্ষমতা ছাড়বোনা,Abusive,Little to None,Society
131965,খুবই ভালো হয়েছে মানুষকে ধোকা দিয়ে অনেক ইনকাম করেছে এই মাঝারের লোকগুলো আলহামদুলিল্লাহ্,Religious Hate,Little to None,Community
421836,মার দালাল টিভির চৌদ্দ গোষ্ঠীর কোয়ালে বাড়াবাড়ির একটা সীমা থাকা উচিত,Profane,Little to None,Organization
129667,সময় টিভিএতো বড় ভুল খবর প্রচার করছে ছেলেরা খুন করেছে ছেলের বউ নয় সঠিকটা না জেনেই খবর প্রচার করছেন,Abusive,Little to None,Organization
478605,পুলিশের গুলি ডাকাতদের আহত করতে পারলোনা কেন ট্রেনিং সঠিক হয়নি,Abusive,Little to None,Organization
73581,বংগবন্ধুর অসহযোগ আন্দোলন এবং ৯০ই এরশাদ বিরোধী আন্দোলন এ এদেশের সকল স্তরের জনগোষ্ঠী এবং নেতৃত্ব এর সহযোগিতা সততা ঐক্যতা মানুষের ঢলে আন্দোলন সফলতা পেয়েছে কিন্তু আসলেই আমাদের যোগ্যতা তথা নেতৃত্ব কাংখিত জন সমর্থন বা সময়োপযোগী পদক্ষেপ নিতে সম্ভব হয়েছেন বলে মনে হয় কি,Political Hate,Little to None,Individual
446110,আর আমাদের বাংলাদেশ কি মোতায়েন করছে আবার বলে আসেন যুদ্ধ করি,Political Hate,Little to None,Society
832827,এটাই স্বাভাবিকএখন যারা জনগনের পক্ষে রাজনীতি করবে তারাই হারবেকারনবিশ্ব এখন দিন দিন চরম খারাপের দিকে অগ্রসর হবেএকটি পতাকা সুসাশন নিয়ে আসবে,Political Hate,Little to None,Society
19240,পাকিস্তানের নির্বাচন শুধুই নামে সেনাবাহিনী জাবেদ চাইবে সেই হবে,Political Hate,Little to None,Community
698537,এ কেমন ভালো বাশা য়ে বাবা মা কে ছেড়ে চলে জায় য়ে ছেলে সাথে কিছূদিনের পরিচয় তার হাত ধরে বাড়ি ছেরে জায় এদের কপালে এমন এই হওয়া উচিত,Abusive,Little to None,Community
469472,তাদেরকে ফাঁসি দেওয়া হোক,Political Hate,Little to None,Community
443447,নিউজ টা শুরো হওয়ার আগেই এডমেজাজ টা ৪৯ পঞ্চাশ হয়ে গেছে এরকম করতে থাকলে আনসাক্রাইব করবোবলে দিলাম,Abusive,Little to None,Organization
884813,জাতি কলঙ্ক থেকে মুক্তি পেল,Abusive,Little to None,Community
678402,বাংলাদেশ মানেই বিনোদন আর মূর্খামি,Abusive,Little to None,Society
142080,এটা মনে হয় আওয়ামী লিগ রা করে ওভিনয় করসে,Political Hate,Little to None,Organization
